Pašvaldība;Pārbaudījums;Izsglītības iestādes nosaukums;Izglītības iestādes, kuras struktūrvienība ir iestāda nosaukums;Vidējais, %;Kārtotāju skaits;0-9%;10-19%;20-29%;30-39%;40-49%;50-59%;60-69%;70-79%;80-89%;90-100%
Jelgavas novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Jelgavas novada Neklātienes vidusskola;;15,9;29;13;8;7;;;;;;;1
Jelgavas novads;Eksāmens vēsturē (augstākais mācību satura apguves līmenis);Jelgavas novada Neklātienes vidusskola;;#DIV/0!;0;;;;;;;;;;
Jelgavas novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Kalnciema vidusskola;;54,1;14;;;1;4;3;;1;3;2;
Jelgavas novads;Eksāmens dizainā un tehnoloģijās (augstākais mācību satura apguves līmenis);Kalnciema vidusskola;;43,7;3;;;;1;1;1;;;;
Jelgavas novads;Eksāmens ģeogrāfijā (augstākais mācību satura apguves līmenis;Kalnciema vidusskola;;23,2;6;;2;2;2;;;;;;
Jelgavas novads;Eksāmens kultūrā un mākslā (augstākais mācību satura apguves līmenis);Kalnciema vidusskola;;46,2;5;;;1;;2;1;;1;;
Jelgavas novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Kalnciema vidusskola;;36,0;9;;1;1;2;5;;;;;
Jelgavas novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Kalnciema vidusskola;;50,8;4;;;;1;1;1;1;;;
Jelgavas novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Kalnciema vidusskola;;20,6;13;2;5;4;;1;1;;;;
Jelgavas novads;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Kalnciema vidusskola;;28,8;10;;1;5;4;;;;;;
Jelgavas novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Ozolnieku vidusskola;;69,9;15;;;;;1;3;3;3;3;2
Jelgavas novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Ozolnieku vidusskola;;50,7;3;;;;;2;1;;;;
Jelgavas novads;Eksāmens dizainā un tehnoloģijās (augstākais mācību satura apguves līmenis);Ozolnieku vidusskola;;64,8;13;;;;;;5;3;5;;
Jelgavas novads;Eksāmens kultūrā un mākslā (augstākais mācību satura apguves līmenis);Ozolnieku vidusskola;;46,3;11;;;2;;4;3;2;;;
Jelgavas novads;Eksāmens ķīmijā (augstākais mācību satura apguves līmenis);Ozolnieku vidusskola;;42,5;2;;;;1;1;;;;;
Jelgavas novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Ozolnieku vidusskola;;64,1;15;;;;;2;3;3;5;2;
Jelgavas novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Ozolnieku vidusskola;;31,9;15;1;4;3;1;5;1;;;;
Jelgavas novads;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Ozolnieku vidusskola;;66,0;3;;;;;;1;1;1;;
Jelgavas novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Staļģenes vidusskola;;35,5;11;2;2;2;;1;1;2;1;;
Jelgavas novads;Eksāmens kultūrā un mākslā (augstākais mācību satura apguves līmenis);Staļģenes vidusskola;;24,5;4;;1;3;;;;;;;
Jelgavas novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Staļģenes vidusskola;;44,2;10;;;;3;4;3;;;;
Jelgavas novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Staļģenes vidusskola;;8,6;10;5;5;;;;;;;;
Jelgavas novads;Eksāmens vēsturē (augstākais mācību satura apguves līmenis);Staļģenes vidusskola;;19,0;6;;3;3;;;;;;;
Jelgavas novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Zaļenieku komerciālā un amatniecības vidusskola;;27,3;4;1;1;1;;;1;;;;
Jelgavas novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Zaļenieku komerciālā un amatniecības vidusskola;;23,5;4;2;;;1;1;;;;;
Jelgavas novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Zaļenieku komerciālā un amatniecības vidusskola;;10,8;4;1;3;;;;;;;;
Jelgavas novads;Eksāmens matemātikā (profesionālās vidējās izglītības programmās 4. kurss);Zaļenieku komerciālā un amatniecības vidusskola;;12,0;1;;1;;;;;;;;
Jēkabpils novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Aknīstes vidusskola;;65,0;7;;;;;1;;5;1;;
Jēkabpils novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Aknīstes vidusskola;;51,5;23;;;3;3;6;3;4;2;1;1
Jēkabpils novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Aknīstes vidusskola;;54,0;3;;;;;1;1;1;;;
Jēkabpils novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Aknīstes vidusskola;;57,2;15;;;2;;3;5;1;2;1;1
Jēkabpils novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Aknīstes vidusskola;;49,4;8;;;;2;2;2;2;;;
Jēkabpils novads;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Aknīstes vidusskola;;52,0;7;;;;1;2;3;;;1;
Jēkabpils novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Aknīstes vidusskola;;37,1;15;;3;1;4;3;3;1;;;
Jēkabpils novads;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Aknīstes vidusskola;;28,2;6;;;4;2;;;;;;
Jēkabpils novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Jēkabpils 2. vidusskola;;62,0;4;;;;;1;1;1;;1;
Jēkabpils novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Jēkabpils 2. vidusskola;;57,3;14;;;;1;3;6;2;1;;1
Jēkabpils novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Jēkabpils 2. vidusskola;;30,3;10;;3;1;3;3;;;;;
Jēkabpils novads;Eksāmens fizikā (augstākais mācību satura apguves līmenis);Jēkabpils 2. vidusskola;;30,3;3;;;2;;1;;;;;
Jēkabpils novads;Eksāmens krievu valodā (augstākais mācību satura apguves līmenis);Jēkabpils 2. vidusskola;;73,9;12;;;;;;1;4;1;5;1
Jēkabpils novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Jēkabpils 2. vidusskola;;46,1;21;;1;1;4;7;6;2;;;
Jēkabpils novads;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Jēkabpils 2. vidusskola;;38,4;7;;;3;1;1;1;;1;;
Jēkabpils novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Jēkabpils 2. vidusskola;;44,1;14;;1;3;3;2;2;1;1;1;
Jēkabpils novads;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Jēkabpils 2. vidusskola;;28,5;6;;1;2;2;1;;;;;
Jēkabpils novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Jēkabpils 3. vidusskola;;66,3;10;;;;;1;2;3;3;1;
Jēkabpils novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Jēkabpils 3. vidusskola;;64,7;34;;;1;5;1;5;2;13;6;1
Jēkabpils novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Jēkabpils 3. vidusskola;;54,3;7;;;;;2;3;1;1;;
Jēkabpils novads;Eksāmens ģeogrāfijā (augstākais mācību satura apguves līmenis;Jēkabpils 3. vidusskola;;42,2;11;;;;4;6;1;;;;
Jēkabpils novads;Eksāmens krievu valodā (augstākais mācību satura apguves līmenis);Jēkabpils 3. vidusskola;;52,0;1;;;;;;1;;;;
Jēkabpils novads;Eksāmens ķīmijā (augstākais mācību satura apguves līmenis);Jēkabpils 3. vidusskola;;39,5;2;;;;1;1;;;;;
Jēkabpils novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Jēkabpils 3. vidusskola;;61,4;33;;;;5;2;7;5;11;3;
Jēkabpils novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Jēkabpils 3. vidusskola;;60,7;9;;;;;1;3;3;2;;
Jēkabpils novads;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Jēkabpils 3. vidusskola;;31,0;7;;3;1;1;;1;1;;;
Jēkabpils novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Jēkabpils 3. vidusskola;;24,9;34;1;12;12;5;2;1;1;;;
Jēkabpils novads;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Jēkabpils 3. vidusskola;;39,2;9;;;2;3;2;1;1;;;
Jēkabpils novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Jēkabpils Agrobiznesa koledža;;53,3;84;2;4;9;13;13;8;10;9;12;4
Jēkabpils novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Jēkabpils Agrobiznesa koledža;;47,4;84;;2;6;19;20;18;16;3;;
Jēkabpils novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Jēkabpils Agrobiznesa koledža;;24,3;84;6;31;22;15;5;2;2;;1;
Jēkabpils novads;Eksāmens matemātikā (profesionālās vidējās izglītības programmās 4. kurss);Jēkabpils Agrobiznesa koledža;;20,0;1;;;1;;;;;;;
Jēkabpils novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Jēkabpils Valsts ģimnāzija;;69,7;22;;;;;3;3;2;8;6;
Jēkabpils novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Jēkabpils Valsts ģimnāzija;;77,1;70;;;;1;5;5;9;11;20;19
Jēkabpils novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Jēkabpils Valsts ģimnāzija;;55,6;7;;;;;4;;2;1;;
Jēkabpils novads;Eksāmens fizikā (augstākais mācību satura apguves līmenis);Jēkabpils Valsts ģimnāzija;;44,8;13;;;1;4;3;3;1;1;;
Jēkabpils novads;Eksāmens ķīmijā (augstākais mācību satura apguves līmenis);Jēkabpils Valsts ģimnāzija;;73,0;1;;;;;;;;1;;
Jēkabpils novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Jēkabpils Valsts ģimnāzija;;69,8;57;;;;;2;6;17;20;10;2
Jēkabpils novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Jēkabpils Valsts ģimnāzija;;60,9;14;;;;;1;8;2;1;2;
Jēkabpils novads;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Jēkabpils Valsts ģimnāzija;;43,3;27;;2;7;3;6;4;2;1;;2
Jēkabpils novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Jēkabpils Valsts ģimnāzija;;43,4;54;;9;11;7;6;5;7;4;5;
Jēkabpils novads;Eksāmens programmēšanā (augstākais mācību satura apguves līmenis);Jēkabpils Valsts ģimnāzija;;43,7;9;;;1;3;1;4;;;;
Jēkabpils novads;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Jēkabpils Valsts ģimnāzija;;39,0;5;;;;3;2;;;;;
Jēkabpils novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Salas vidusskola;;68,9;10;;;;;2;1;1;5;1;
Jēkabpils novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Salas vidusskola;;67,8;4;;;;;;2;1;;;1
Jēkabpils novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Salas vidusskola;;57,7;7;;;;1;;3;2;1;;
Jēkabpils novads;Eksāmens krievu valodā (augstākais mācību satura apguves līmenis);Salas vidusskola;;63,5;4;;;;1;;;1;2;;
Jēkabpils novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Salas vidusskola;;67,3;3;;;;;;;2;1;;
Jēkabpils novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Salas vidusskola;;62,8;18;;;;;4;5;3;3;3;
Jēkabpils novads;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Salas vidusskola;;40,7;3;;;1;1;;;1;;;
Jēkabpils novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Salas vidusskola;;29,0;5;1;;3;;;1;;;;
Jēkabpils novads;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Salas vidusskola;;42,1;7;;;1;2;2;2;;;;
Jēkabpils novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Viesītes vidusskola;;62,6;14;;;1;1;2;1;2;6;1;
Jēkabpils novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Viesītes vidusskola;;37,6;14;;2;3;4;2;1;;2;;
Jēkabpils novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Viesītes vidusskola;;30,3;9;;1;3;4;1;;;;;
Jēkabpils novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Viesītes vidusskola;;50,2;22;;1;1;4;5;2;6;3;;
Jēkabpils novads;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Viesītes vidusskola;;43,1;8;1;;1;2;1;2;;;1;
Jēkabpils novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Viesītes vidusskola;;32,8;12;;5;;3;2;1;1;;;
Jēkabpils novads;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Viesītes vidusskola;;29,7;21;;5;4;8;3;1;;;;
Jēkabpils novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Zasas vidusskola;;56,4;5;;;;1;;2;1;1;;
Jēkabpils novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Zasas vidusskola;;49,4;10;;;3;1;1;2;;3;;
Jēkabpils novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Zasas vidusskola;;39,8;8;;;3;1;2;2;;;;
Jēkabpils novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Zasas vidusskola;;61,4;7;;;;1;1;1;;4;;
Jēkabpils novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Zasas vidusskola;;20,7;7;;4;2;;1;;;;;
Jēkabpils novads;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Zasas vidusskola;;42,7;3;;;;;3;;;;;
Jūrmala;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Bulduru Tehnikums;;59,0;27;1;;2;3;3;5;4;4;3;2
Jūrmala;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Bulduru Tehnikums;;45,0;29;;1;4;5;7;9;1;2;;
Jūrmala;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Bulduru Tehnikums;;17,4;28;3;14;10;;;1;;;;
Jūrmala;Eksāmens matemātikā (profesionālās vidējās izglītības programmās 4. kurss);Bulduru Tehnikums;;8,5;2;2;;;;;;;;;
Jūrmala;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);JŪRMALA;Murjāņu sporta ģimnāzija;59,3;6;;;;;1;2;2;;1;
Jūrmala;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);JŪRMALA;Murjāņu sporta ģimnāzija;44,8;4;;;;1;1;2;;;;
Jūrmala;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);JŪRMALA;Murjāņu sporta ģimnāzija;47,4;5;;;;1;3;1;;;;
Jūrmala;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);JŪRMALA;Murjāņu sporta ģimnāzija;55,6;9;;;;;3;3;1;2;;
Jūrmala;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);JŪRMALA;Murjāņu sporta ģimnāzija;16,4;12;3;6;1;1;1;;;;;
Jūrmala;Eksāmens vēsturē (augstākais mācību satura apguves līmenis);JŪRMALA;Murjāņu sporta ģimnāzija;31,3;3;;;1;2;;;;;;
Jūrmala;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Jūrmalas Kauguru vidusskola;;50,5;31;;1;2;4;9;4;7;2;2;
Jūrmala;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Jūrmalas Kauguru vidusskola;;54,3;49;;4;;8;7;9;11;5;4;1
Jūrmala;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Jūrmalas Kauguru vidusskola;;33,9;14;;4;3;2;1;3;;1;;
Jūrmala;Eksāmens fizikā (augstākais mācību satura apguves līmenis);Jūrmalas Kauguru vidusskola;;48,5;2;;;;;1;1;;;;
Jūrmala;Eksāmens ķīmijā (augstākais mācību satura apguves līmenis);Jūrmalas Kauguru vidusskola;;54,0;5;;;;;2;1;2;;;
Jūrmala;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Jūrmalas Kauguru vidusskola;;42,8;34;1;2;4;8;5;9;4;1;;
Jūrmala;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Jūrmalas Kauguru vidusskola;;57,7;13;;1;;2;2;1;2;3;2;
